STATION_NO,R_STATION,R_CTRY,R_LATITUDE,R_LONGITUD,R_ALTITUDE,R_RAINHEIGHT,R_HEIGHT,R_ANT_BEAM,ZONE,ANTEN_TYPE,ANTEN_DIAM,FEED,PROT_RAD,FIG_MERIT,XPD_0,OFF_AXIS,RELAT_LEV,RANGE_REC,INT_TIME,EXP_NO,SATEL_NAME,SATEL_POS,TYPE,START_DATE,END_DATE,DURATION,FREQUENCY,POL_L_C,POLAR,ELEVATION,RAIN_CONC,T_MED,DATA_SAMP,CALIB_INT,DAT_RES,RAIN_GAUGE,RAIN_RES,RAIN_TIME,LOC_GAUGE,ATT_E_T,RR_001,RR_002,RR_003,RR_005,RR_01,RR_02,RR_03,RR_05,RR_1,RR_2,RR_3,RR_5,RR1,RR2,RR3,RR5,RR10,RR20,RR30,RR50,A_001,A_002,A_003,A_005,A_01,A_02,A_03,A_05,A_1,A_2,A_3,A_5,A1,A2,A3,A5,A10,A20,A30,A50,FLAG1,FLAG2,FLAG3,FLAG4,FLAG5,FLAG6,FLAG7,FLAG8,REFERENCES_EXP,COMMENTS
313,LARIO,IT,46.2,9.4,208,3.4835 ,,,K,,,,,,,,,,,4,SIRIO,345,BCN,01/01/1979,01/12/1979,340,11.6,C,45,32,Y,,,,,TB,,60,,,125,100,87.8,75,57,38,29,20.7,13,9,7.6,6,4.1,,,,,,,,,,,15.2,12,8.8,6.9,4.9,2.9,1.9,1.6,1.2,,,,,,,,,3.00E-03,5.00E-01,5.00E-03,5.00E-01,SE,,,,COST 1985,I08
313,LARIO,IT,46.2,9.4,208,3.4835 ,,,K,,,,,,,,,,,5,SIRIO,345,BCN,01/01/1980,01/12/1980,341,11.6,C,45,32,Y,,,,,TB,,60,,,85,70,60.1,49.8,37.5,27.5,22.8,17.6,12.5,7.4,6.2,4.5,2.5,,,,,,,,,15,11.5,8.6,6.3,4.7,4.1,3.4,2.6,1.9,1.6,1.2,,,,,,,,,2.00E-03,2.00E-01,2.00E-03,5.00E-01,SE,,,,,I08
313,LARIO,IT,46.2,9.4,208,3.4835 ,,,K,,,,,,,,,,,6,SIRIO,345,BCN,01/01/1981,01/12/1981,340,11.6,C,45,32,Y,,,,,TB,,60,,,140,114,98,79.9,58,39,29.7,21.2,13.5,9,7.2,5.5,3.6,,,,,,,,,,,15.3,13,9.6,7.3,4.9,2.8,1.8,1.4,,,,,,,,,,5.00E-03,3.00E-01,2.00E-02,3.00E-01,SE,,,,,I08
313,LARIO,IT,46.2,9.4,208,3.4835 ,,,K,,,,,,,,,,,7,SIRIO,345,BCN,01/01/1982,01/12/1982,340,11.6,C,45,32,Y,,,,,,,,,,132,108,95.5,80.5,62,43.5,32.9,23.2,14,8.8,6.8,5,3,,,,,,,,,,,,16.8,11.8,9.5,7,4.2,2.7,2.1,1.5,,,,,,,,,1.00E-02,5.00E-01,1.00E-02,5.00E-01,SE,,,,,I08
313,LARIO,IT,46.2,9.4,208,3.4835 ,,,K,,,,,,,,,,,8,SIRIO,345,BCN,01/01/1978,01/12/1978,340,17.8,C,45,32,Y,,,,,,,,,,93,78,69.5,58,43,30,23.7,17.6,12,8.5,6.5,4.7,3.1,,,,,,,,,,,,16.4,11.7,8.9,6.5,4.4,,,,,,,,,,,,1.00E-02,1.00E-01,1.00E-02,1.00E-01,SE,,,,,I08
313,LARIO,IT,46.2,9.4,208,3.4835 ,,,K,,,,,,,,,,,9,SIRIO,345,BCN,01/01/1979,01/12/1979,340,17.8,C,45,32,Y,,,,,,,,,,125,100,87.8,75,57,38,29,20.7,13,9,7.6,6,4.1,,,,,,,,,,,,,18.5,14.5,10.2,6.3,,,,,,,,,,,,2.00E-02,1.00E-01,2.00E-02,1.00E-01,SE,,,,,I08
313,LARIO,IT,46.2,9.4,208,3.4835 ,,,K,,,,,,,,,,,10,SIRIO,345,BCN,01/01/1980,01/12/1980,341,17.8,C,45,32,Y,,,,,,,,,,85,70,60.1,49.8,37.5,27.5,22.8,17.6,12.5,7.4,6.2,4.5,2.5,,,,,,,,,,,18.3,14,10.2,8.9,7.3,5.4,3.9,,,,,,,,,,,5.00E-03,2.00E-01,5.00E-03,2.00E-01,SE,,,,,I08
313,LARIO,IT,46.2,9.4,208,3.4835 ,,,K,,,,,,,,,,,11,SIRIO,345,BCN,01/01/1981,01/12/1981,340,17.8,C,45,32,Y,,,,,,,,,,140,114,98,79.9,58,39,29.7,21.2,13.5,9,7.2,5.5,3.6,,,,,,,,,,,,26,20.4,16.4,10.3,7.2,,,,,,,,,,,,1.00E-02,1.00E-01,0.00E+00,0.00E+00,SE,,,,,I08. Increase data points to be checked with M.Mauri (by J.P.V.Baptista C.Riva 18.04.1999)
314,SPINO D'ADDA,IT,45.4,9.5,84,3.3407 ,,,K,,,,,,,,,,,1,SIRIO,345,BCN,01/01/1980,01/12/1982,1077,11.6,L,90,32,Y,,2,,,TB,,60,,,126,107,92.5,78,55.4,36,26.7,17.6,9.9,6.1,5,3.2,,,,,,,,,,,,20,14.8,9.6,6.9,4.5,2.8,,,,,,,,,,,,,,,,ME,,,,COST 1985,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
314,SPINO D'ADDA,IT,45.4,9.5,84,3.3407 ,,,K,,,,,,,,,,,2,SIRIO,345,BCN,01/10/1979,01/12/1979,90,11.6,L,90,32,Y,,2,,,TB,,60,,,,65,59.7,52.2,38.2,25.1,20.3,15.1,10.1,6.9,6.2,5.2,3.8,,,,,,,,,8.1,7.5,6.5,5,3.3,2.7,,,,,,,,,,,,,,,,,,,,,,,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
314,SPINO D'ADDA,IT,45.4,9.5,84,3.3407 ,,,K,,,,,,,,,,,3,SIRIO,345,BCN,01/01/1980,01/12/1980,360,11.6,L,90,32,Y,,2,,,TB,,60,,,51.5,44.8,41,35.3,26.2,18.6,15.3,11.9,8.2,5.9,4.6,3.4,2.1,,,,,,,,13.6,9.1,7.7,6.2,4.8,3.7,3.1,2.4,,,,,,,,,,,,,5.00E-03,5.00E-02,1.00E-03,5.00E-02,SE,,,,,I08
314,SPINO D'ADDA,IT,45.4,9.5,84,3.3407 ,,,K,,,,,,,,,,,4,SIRIO,345,BCN,01/01/1981,01/12/1981,359,11.6,L,90,32,Y,,2,,,TB,,60,,,152,127,115.5,97.2,70,44.5,32.6,22,12.2,6.6,4.5,2.6,0.8,,,,,,,,18.1,16.9,16.1,14.8,12.4,9.5,7.2,5.1,3.2,2,,,,,,,,,,,3.00E-03,2.00E-01,2.00E-02,2.00E-01,SE,,,,,I08
314,SPINO D'ADDA,IT,45.4,9.5,84,3.3407 ,,,K,,,,,,,,,,,5,SIRIO,345,BCN,01/01/1982,01/12/1982,359,11.6,L,90,32,Y,,2,,,TB,,60,,,133,109,99.3,87.7,69.3,48,35,21.8,9.8,5.2,4,2.8,1.5,,,,,,,,,,,,25,17.5,12.1,7.4,3.5,2.1,,,,,,,,,,,1.00E-02,2.00E-01,2.00E-02,2.00E-01,SE,,,,,I08
314,SPINO D'ADDA,IT,45.4,9.5,84,3.3407 ,,,K,,,,,,,,,,,6,SIRIO,345,BCN,01/01/1979,01/12/1979,359,11.6,L,90,32,N,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9.4,8.7,7.8,6.5,5,4.1,3.2,2.3,,,,,,,,,,,,,,1.00E-02,1.00E-01,0E,,,,,I08
315,FUCINO,IT,42,13.6,680,2.9051 ,,,K,,,,,,,,,,,1,,,RDM,01/01/1973,01/12/1981,2555,11.4,L,90,42,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,8,7,5.8,4.6,3.3,2.8,2.2,1.6,1.1,0.9,0.7,0.5,,,,,,,,,,,,,,,,BRUSSAARD,I08
315,FUCINO,IT,42,13.6,680,2.9051 ,,,K,,,,,,,,,,,2,SIRIO,345,BCN,01/01/1978,01/12/1982,1795,11.6,C,45,33.3,Y,,,,,,,,,,69,52.5,46,35.9,26,18.3,15,11.7,8.5,6,5,3.6,2,,,,,,,,12.9,10.4,9,7,4.9,3.5,3,2.5,1.9,1.4,1.2,,,,,,,,,,,,,,ME,,,,,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
315,FUCINO,IT,42,13.6,680,2.9051 ,,,K,,,,,,,,,,,3,SIRIO,345,BCN,01/01/1978,01/12/1981,1436,17.8,C,45,33.3,Y,,,,,,,,,,69,52.5,46,35.9,26,18.3,15,11.7,8.5,6,5,3.6,2,,,,,,,,26.7,21.7,18.8,14.8,10.6,7.7,6.8,5.5,4.3,3.2,2.8,,,,,,,,,,,,,,ME,,,,,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
315,FUCINO,IT,42,13.6,680,2.9051 ,,,K,,,,,,,,,,,4,SIRIO,345,BCN,01/01/1978,01/12/1978,359,11.6,C,45,33.3,Y,,,,,TB,,60,,,79,59,49,38.7,27,19,15.9,12.7,9.3,7,5.7,4.2,2.3,,,,,,,,11.5,7.8,6.9,5.8,3.5,2.7,2.41,1.95,1.55,1.26,1.15,1.1,,,,,,,,,1.00E-03,5.00E-01,5.00E-03,1.00E-01,SE,,,,,I08
315,FUCINO,IT,42,13.6,680,2.9051 ,,,K,,,,,,,,,,,5,SIRIO,345,BCN,01/01/1979,01/12/1979,359,11.6,C,45,33.3,Y,,,,,TB,,60,,,75,54,44.6,35.1,25.5,19,15.9,12.7,9.3,7,5.7,4.4,2.9,,,,,,,,12,10.7,9.8,8.3,5.2,2.9,2.4,1.9,1.4,1.1,,,,,,,,,,,1.00E-03,2.00E-01,5.00E-03,2.00E-01,SE,,,,COST 1985,I08
315,FUCINO,IT,42,13.6,680,2.9051 ,,,K,,,,,,,,,,,6,SIRIO,345,BCN,01/01/1980,01/12/1980,360,11.6,C,45,33.3,Y,,,,,TB,,60,,,56,46.5,42,36,29,21,17.2,13.4,9.3,6.6,5.3,4,2.4,,,,,,,,7.2,6.6,6.2,5.7,4.7,3.6,2.9,2.2,1.6,1.1,,,,,,,,,,,1.00E-02,2.00E-01,2.00E-02,2.00E-01,SE,,,,COST 1985,I08
315,FUCINO,IT,42,13.6,680,2.9051 ,,,K,,,,,,,,,,,7,SIRIO,345,BCN,01/01/1981,01/12/1981,359,11.6,C,45,33.3,Y,,,,,TB,,60,,,54,42.5,36.7,29.5,21.2,15,12.2,9.4,6.8,4.7,3.8,3,1.7,,,,,,,,10.8,9.8,8.8,7,4.6,3.4,2.9,2.5,2,1.5,1.3,,,,,,,,,,1.00E-03,2.00E-01,3.00E-03,3.00E-01,SE,,,,,I08
315,FUCINO,IT,42,13.6,680,2.9051 ,,,K,,,,,,,,,,,8,SIRIO,345,BCN,01/01/1982,01/12/1982,359,11.6,C,45,33.3,Y,,,,,,,,,,118,79,56.5,39.7,27.5,20,15.9,11.5,7.4,4.6,3.3,2.1,,,,,,,,,,18.5,14.4,10.2,6.5,4.4,3.8,3.1,2.5,1.9,1.7,1.3,,,,,,,,,2.00E-03,5.00E-01,2.00E-03,5.00E-01,SE,,,,,I08
315,FUCINO,IT,42,13.6,680,2.9051 ,,,K,,,,,,,,,,,9,SIRIO,345,BCN,01/01/1978,01/12/1978,359,17.8,C,45,33.3,Y,,,,,,,,,,79,59,49,38.7,27,19,15.9,12.7,9.3,7,5.7,4.2,2.3,,,,,,,,27.8,25,18.4,12.6,10.8,7.1,6.2,5.2,,,,,,,,,,,,,1.00E-03,5.00E-02,1.00E-02,5.00E-02,SE,,,,,I08
315,FUCINO,IT,42,13.6,680,2.9051 ,,,K,,,,,,,,,,,10,SIRIO,345,BCN,01/01/1979,01/12/1979,359,17.8,C,45,33.3,Y,,,,,,,,,,75,54,44.6,35.1,25.5,19,15.9,12.7,9.3,7,5.7,4.4,2.9,,,,,,,,26,23.5,21,16.8,10.3,6.7,5.8,,,,,,,,,,,,,,1.00E-03,3.00E-02,3.00E-03,3.00E-02,SE,,,,,I08
315,FUCINO,IT,42,13.6,680,2.9051 ,,,K,,,,,,,,,,,11,SIRIO,345,BCN,01/01/1980,01/12/1980,360,17.8,C,45,33.3,Y,,,,,,,,,,56,46.5,42,36,29,21,17.2,13.4,9.3,6.6,5.3,4,2.4,,,,,,,,15.6,14.3,13.6,12.6,10.6,7.4,5.8,4.4,,,,,,,,,,,,,1.00E-02,5.00E-02,1.00E-02,5.00E-02,SE,,,,,I08
315,FUCINO,IT,42,13.6,680,2.9051 ,,,K,,,,,,,,,,,12,SIRIO,345,BCN,01/01/1981,01/12/1981,359,17.8,C,45,33.3,Y,,,,,,,,,,54,42.5,36.7,29.5,21.2,15,12.2,9.4,6.8,4.7,3.8,3,1.7,,,,,,,,23.1,20.6,19.1,15.1,9.5,7.1,6.1,5.2,,,,,,,,,,,,,1.00E-03,5.00E-02,3.00E-03,5.00E-02,SE,,,,,I08
316,SODANKYLA,FI,67.4,26.6,180,2.4505 ,,,E,,,,,,,,,,,1,OTS,10,BCN,01/01/1979,01/12/1983,1826,11.6,L,8.8,13.2,Y,,,,,,,,,,34.8,31,26,20.3,13.3,9.9,7.8,6.2,4.3,3,2.3,1.6,,,,,,,,,,7.3,6.5,5.6,4.5,3.4,2.9,2.3,1.8,1.3,,,,,,,,,,,,,,,ME,,,,COST 1985,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
316,SODANKYLA,FI,67.4,26.6,180,2.4505 ,,,E,,,,,,,,,,,2,OTS,10,BCN,01/05/1979,01/12/1979,213,11.6,L,6.9,13.2,Y,,,,,TB,,,,,29,22,18.9,15.3,11,8,6.6,5.1,3.3,2,,,,,,,,,,,10.2,9.7,7.8,6.2,5,3.6,3.2,2.7,1.8,1.3,,,,,,,,,,,,,,,,,,,,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
316,SODANKYLA,FI,67.4,26.6,180,2.4505 ,,,E,,,,,,,,,,,3,OTS,10,BCN,01/01/1980,01/12/1980,366,11.6,L,6.9,13.2,Y,,,,,TB,,,,,,45,30.4,18,9.5,6.2,4.8,3.7,2.8,1.8,,,,,,,,,,,,7.5,6.6,5.7,4.7,3.5,2.9,2.2,1.5,1.1,,,,,,,,,,,2.00E-03,2.00E-01,1.00E-02,2.00E-01,SE,,,,,I08. Low elevation
316,SODANKYLA,FI,67.4,26.6,180,2.4505 ,,,E,,,,,,,,,,,4,OTS,10,BCN,01/01/1981,01/12/1981,365,11.6,L,6.9,13.2,Y,,,,,TB,,,,,,45,34.1,25.4,19,12,9.1,6.6,4.6,3,2.4,,,,,,,,,,,7.8,7.1,6.4,5.6,4.5,3.9,3.1,2.3,1.6,1.3,,,,,,,,,,1.00E-02,3.00E-01,1.00E-02,3.00E-01,SE,,,,,I08
316,SODANKYLA,FI,67.4,26.6,180,2.4505 ,,,E,,,,,,,,,,,5,OTS,5,BCN,01/01/1982,01/12/1982,365,11.6,L,8.8,12.5,Y,,,,,TB,,,,,16,13,11.8,10.2,8,6.5,5.7,4.7,3.4,2.3,1.7,,,,,,,,,,5.3,4,3.5,3,2.6,2.3,2.1,1.9,1.6,1.3,1.1,,,,,,,,,,3.00E-03,3.00E-01,1.00E-03,3.00E-01,SE,,,,,I08
316,SODANKYLA,FI,67.4,26.6,180,2.4505 ,,,E,,,,,,,,,,,6,OTS,5,BCN,01/01/1983,01/10/1983,304,11.6,L,8.8,12.5,Y,,,,,TB,,,,,,17.5,15,12.7,9.5,7.4,6.4,5.2,4,2.4,1.8,,,,,,,,,,,7.6,7.2,6.6,4.4,3,2.5,2,1.6,1.2,1.1,,,,,,,,,,2.00E-03,1.00E-01,5.00E-03,3.00E-01,SE,,,,,I08. added even if 10 months only - C.Riva L.Castanet (Oct. 2005)
317,KIRKKONUMMI,FI,60.2,24.4,55,2.0623 ,,,E,,,,,,,,,,,1,OTS,10,BCN,01/01/1979,01/12/1980,731,11.8,C,45,20.6,Y,,,,,,,,,,64,43.7,37.9,30.9,23,16,13,9.4,6.4,,,,,,,,,,,,8.3,7.3,6.7,5.8,4.6,3.2,2.6,2,1.4,,,,,,,,,,,,1.00E-03,1.00E-01,1.00E-02,1.00E-01,0E,,,,COST 1985,I08
318,STOCKHOLM,SE,59.3,18.1,60,2.1461 ,,,E,,,,,,,,,,,1,,,RDM,01/01/1973,01/12/1981,3135,11.4,L,90,21,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9,7.6,6.1,4.6,3.6,3.1,2.6,2,1.4,1.1,0.9,0.6,,,,,,,,,,,,,,,,BRUSSAARD,I08
318,STOCKHOLM,SE,59.3,18.1,60,2.1461 ,,,E,,,,,,,,,,,2,OTS,10,BCN,01/01/1979,01/12/1979,365,11.6,C,45,22.4,Y,,1,,,TB,,10,,,46,39,35.5,29.5,22,13,10.1,7.1,5,,,,,,,,,,,,9.3,7.5,6.6,5.4,3.9,2.4,1.8,1.2,0.7,,,,,,,,,,,,,,,,,,,,COST 1985,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
318,STOCKHOLM,SE,59.3,18.1,60,2.1461 ,,,E,,,,,,,,,,,3,OTS,10,BCN,01/01/1979,01/12/1979,365,14.5,C,45,22.4,Y,,1,,,TB,,10,,,46,39,35.5,29.5,22,13,10.1,7.1,5,,,,,,,,,,,,11.4,9.6,8.7,7.3,5,3.2,2.5,1.8,1.2,,,,,,,,,,,,1.00E-02,1.00E-01,5.00E-03,1.00E-01,0E,,,,COST 1985,I08
318,STOCKHOLM,SE,59.3,18.1,60,2.1461 ,,,E,,,,,,,,,,,4,OTS,10,BCN,01/01/1979,01/12/1979,365,11.8,L,0,22.4,Y,,1,,,TB,,10,,,46,39,35.5,29.5,22,13,10.1,7.1,5,,,,,,,,,,,,9.3,7.5,6.6,5.4,3.9,2.4,1.8,1.2,0.7,0.3,,,,,,,,,,,1.00E-02,1.00E-01,1.00E-03,2.00E-01,0E,,,,,I08
318,STOCKHOLM,SE,59.3,18.1,60,2.1461 ,,,E,,,,,,,,,,,5,OTS,10,BCN,01/01/1980,01/12/1980,365,11.6,C,45,22.4,N,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,10.8,9.2,6.6,3.7,2,1.6,0.9,0.1,,,,,,,,,,,,,,,,0E,,,,,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
318,STOCKHOLM,SE,59.3,18.1,60,2.1461 ,,,E,,,,,,,,,,,6,OTS,10,BCN,01/01/1980,01/12/1980,365,11.8,L,0,22.4,N,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,10.8,9.2,6.6,3.7,2,1.6,0.9,0.1,,,,,,,,,,,,,,3.00E-03,3.00E-02,0E,,,,,I08
319,LUSTBUEHEL,AT,47.1,15.5,489,3.3343 ,,,K,,,,,,,,,,,1,OTS,10,BCN,01/01/1979,01/12/1982,1461,11.6,L,0,35.2,Y,,,,,,,,,,128,110,99,86.1,70,54,45,34.1,23,17,,,,,,,,,,,,18.6,15.9,12.6,9,6.4,5.5,4.4,3.4,2.8,2.6,2.2,,,,,,,,,,,,,ME,,,,COST 1985,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
319,LUSTBUEHEL,AT,47.1,15.5,489,3.3343 ,,,K,,,,,,,,,,,2,OTS,10,BCN,01/01/1979,01/12/1979,365,11.6,L,0,35.2,Y,,1,,,TB,,,,,150,125,109.7,91.5,65,50,37.1,27.9,20,15,15,12.8,,,,,,,,,,21.5,16,11.5,8,6,5.1,4.3,3.5,3,2.7,2.3,,,,,,,,,2.00E-02,2.00E-01,2.00E-03,5.00E-01,SE,,,,,I08
319,LUSTBUEHEL,AT,47.1,15.5,489,3.3343 ,,,K,,,,,,,,,,,3,OTS,10,BCN,01/01/1980,01/12/1980,366,11.6,L,0,35.2,Y,,1,,,TB,,,,,110,90,80.9,70.8,60,40,33.8,27.9,20,10,,,,,,,,,,,20.5,19.5,15.7,11.7,8,6,4.7,3.6,3,2.5,2.2,2,1.5,,,,,,,,1.00E-02,1.00E-01,2.00E-03,1.00E+00,SE,,,,,I08
319,LUSTBUEHEL,AT,47.1,15.5,489,3.3343 ,,,K,,,,,,,,,,,4,OTS,10,BCN,01/01/1981,01/12/1981,365,11.6,L,0,35.2,Y,,1,,,TB,,,,,115,100,87.8,73.6,60,40,33.8,25.5,15,10,,,,,,,,,,,20,17.5,14.4,11.4,8.5,5.5,4.2,3.3,2.5,2.5,2.2,1.8,,,,,,,,,1.00E-02,2.00E-01,1.00E-02,1.00E-01,SE,,,,,I08
319,LUSTBUEHEL,AT,47.1,15.5,489,3.3343 ,,,K,,,,,,,,,,,5,OTS,5,BCN,01/01/1982,01/12/1982,365,11.6,L,0,35.2,Y,,1,,,TB,,,,,140,120,111,98.7,85,70,60.8,48.4,35,20,16.9,12.8,,,,,,,,,21,19,16.9,14.2,11,7,6.4,5.6,4,3,3,2.8,2,,,,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00,SE,,,,,I08
320,LYNGBY,DK,55.7,12.4,30,2.2742 ,,,E,,,,,,,,,,,1,OTS,10,BCN,01/01/1980,01/12/1981,511,11.8,C,45,26.5,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,4.6,4.2,3.9,3.5,3.1,2.9,2.5,2.1,1.6,1.4,,,,,,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0E,,,,COST 1985,I08. check COST205 why single years are missing by J.P.V.Baptista C.Riva (18.04.1999)
321,BERN,CH,47,7.5,650,3.2480 ,,,K,,,,,,,,,,,1,,,RDM,01/02/1973,01/10/1974,638,11.4,L,90,35,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,8.9,7.5,6,4.5,3.3,2.7,2.2,1.6,,,,,,,,,,,,,,,,,,,,BRUSSAARD,I08
321,BERN,CH,47,7.5,650,3.2480 ,,,K,,,,,,,,,,,2,OTS,10,BCN,01/01/1979,01/12/1980,731,11.6,L,2.5,36,Y,,,,,,,,,,,,,,39.5,27,21.2,15.8,10.7,7.6,6.3,4.8,3.2,,,,,,,,,12.5,11,9.2,7.2,4.7,3.8,3,2.4,2,1.8,1.5,1.2,,,,,,,,,,,,ME,,,,,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
321,BERN,CH,47,7.5,650,3.2480 ,,,K,,,,,,,,,,,3,OTS,10,BCN,01/01/1979,01/12/1979,365,11.6,L,2.5,36,Y,,,,,,,,,,,,,87.4,53.5,31.7,24.1,17.6,11.2,7.9,6.5,5,3.3,,,,,,,,,,13.1,11.2,8.7,6.6,4.9,3.4,2.5,2,1.7,1.4,1.1,,,,,,,,5.00E-03,1.00E+00,2.00E-02,1.00E+00,SE,,,,,I08
321,BERN,CH,47,7.5,650,3.2480 ,,,K,,,,,,,,,,,4,OTS,10,BCN,01/01/1980,01/12/1980,366,11.6,L,2.5,36,Y,,,,,,,,,,,48,44,39.4,32.3,22.3,17.9,14.3,10.3,7.3,6.1,4.8,3.2,,,,,,,,9.9,8.1,7.4,6.3,4.4,3.4,3,2.7,2.3,1.9,1.7,1.5,1.3,,,,,,,,1.00E-02,1.00E+00,5.00E-03,1.00E+00,SE,,,,,I08
322,LEUK,CH,46.3,7.6,650,3.3689 ,,,K,,,,,,,,,,,1,,,RDM,01/11/1974,01/10/1977,1096,11.4,L,90,35,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,5.3,4.7,4,3.2,2.5,2.2,1.9,1.5,1.1,1,0.8,0.6,,,,,,,,,,,,,,,,BRUSSAARD,I08
323,MILANO,IT,45.5,9.4,130,3.3572 ,,,L,,,,,,,,,,,1,,,RDM,01/01/1973,01/10/1975,1034,11.4,L,90,37,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10.6,9.8,9,7.9,5.2,4.1,3,2,1.3,1,0.8,0.5,,,,,,,,,,,,,,,,BRUSSAARD,I08
324,MILO,IT,38,12.6,50,2.7437 ,,,K,,,,,,,,,,,1,,,RDM,01/06/1978,01/12/1981,1157,11.4,L,90,46,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9.5,8.3,7,5.5,3.9,3.2,2.5,1.8,1.2,1,0.7,0.5,,,,,,,,,,,,,,,,BRUSSAARD,I08
325,PORTO,PT,41.2,351.4,1050,2.7184 ,,,H,,,,,,,,,,,1,,,RDM,01/01/1974,01/03/1977,1096,11.4,L,90,40,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,8,6.7,5.4,4,3.2,2.8,2.4,1.9,1.3,1,0.7,0.5,,,,,,,,,,,,,,,,BRUSSAARD,I08
326,BUITRAGO,ES,41.4,357.8,1050,3.1026 ,,,H,,,,,,,,,,,1,,,RDM,01/02/1974,01/12/1976,1035,11.4,L,90,40,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,7.7,6.7,5.6,4.4,3.5,3,2.5,2,1.1,0.8,0.5,0.3,,,,,,,,,,,,,,,,BRUSSAARD,I08
327,VILLAFRANCA,ES,40.5,356,590,3.0053 ,,,H,,,,,,,,,,,1,,,RDM,01/06/1978,01/04/1981,1066,11.4,L,90,41,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6.9,5.5,4.2,2.9,2.4,2.2,1.9,1.6,1,0.7,0.5,0.3,,,,,,,,,,,,,,,,BRUSSAARD,I08
328,GRAZ,AT,47.1,15.5,360,3.3343 ,,,K,,,,,,,,,,,1,,,RDM,01/01/1974,01/12/1981,2222,11.4,L,90,34,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10.7,9.9,9.1,8.1,5.5,4.4,3.4,2.3,1.5,1.1,0.8,0.5,,,,,,,,,,,,,,,,BRUSSAARD,I08
329,DUBLIN,IE,53.4,353.7,30,1.9741 ,,,F,,,,,,,,,,,1,,,RDM,01/08/1978,01/12/1981,1309,11.4,L,90,27,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,3.4,3,2.6,2.1,1.8,1.6,1.4,1.2,0.9,0.7,0.6,0.4,,,,,,,,,,,,,,,,BRUSSAARD,I08
330,KIRKKONUMMI#2,FI,60.2181,24.3942,6,2.0648 ,,0.6,E,CASSEGRAIN,1.8,CORR. HORN,N,0,35,0.9,-19.5,40,1,1,OLYMPUS,341,BCN,01/10/1991,30/09/1992,332.987,19.77,L,-21.5,12.67,Y,270,0.05,,0.1,DROPPER,0.3,60,50 M SOUTH,T,92.55,79.53,72.6,61.18,44.36,30.69,24.08,17.02,11.21,7.22,5.26,3.85,2.34,1.42,1.06,,,,,,30.91,27.73,25.34,22.59,18.91,15.41,12.86,10.29,8.05,6.32,5.39,4.55,3.82,3.29,2.98,2.72,2.34,1.94,1.74,1.39,5.00E-03,3.00E+00,2.00E-02,5.00E+01,0T,,,,TWIN,classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). bias removal with dapper using 29.3 GHz radiometer and ground measurements for temperature and relative humidity
330,KIRKKONUMMI#2,FI,60.2181,24.3942,6,2.0648 ,,0.6,E,CASSEGRAIN,1.8,CORR. HORN,N,0,35,0.9,-19.5,40,1,2,OLYMPUS,341,BCN,01/10/1991,30/09/1992,338.733,19.77,L,68.5,12.67,Y,270,0.05,,0.1,DROPPER,0.3,60,50 M SOUTH,T,92.55,79.53,72.6,61.18,44.36,30.69,24.08,17.02,11.21,7.22,5.26,3.85,2.34,1.42,1.06,,,,,,,28.37,24.25,22.08,18.21,14.77,12.52,10.27,8.13,6.45,5.5,4.67,3.86,3.3,2.99,2.72,2.34,1.94,1.74,1.39,5.00E-03,3.00E+00,2.00E-02,5.00E+01,0T,,,,,classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). bias removal with dapper using 29.3 GHz radiometer and ground measurements for temperature and relative humidity
